writing,phonetic,count
ชะรอย,t͡ɕʰa˦˥.rɔːj˧,1
ชะลอม,t͡ɕʰa˦˥.lɔːm˧,1
ชะลูด,t͡ɕʰa˦˥.luːt̚˥˩,1
ชะอม,t͡ɕʰa˦˥.ʔom˧,1
ชะเง้อ,t͡ɕʰa˦˥.ŋɤː˦˥,1
ชะเนียง,t͡ɕʰa˦˥.nia̯ŋ˧,1
ชะเอม,t͡ɕʰa˦˥.ʔeːm˧,1
ชะแลง,t͡ɕʰa˦˥.lɛːŋ˧,1
ชัก,t͡ɕʰak̚˦˥,1
ชักชวน,t͡ɕʰak̚˦˥.t͡ɕʰua̯n˧,1
ชักช้า,t͡ɕʰak̚˦˥.t͡ɕʰaː˦˥,1
ชักดาบ,t͡ɕʰak̚˦˥.daːp̚˨˩,1
ชักภาพ,t͡ɕʰak̚˦˥.pʰaːp̚˥˩,1
ชักว่าว,t͡ɕʰak̚˦˥.waːw˥˩,2
ชักว่าว,t͡ɕʰak̚˦˥.waw˥˩,2
ชักเย่อ,t͡ɕʰak̚˦˥.ka˨˩.jɤː˥˩,1
ชักแม่น้ำทั้งห้า,t͡ɕʰak̚˦˥.mɛː˥˩.naːm˦˥.tʰaŋ˦˥.haː˥˩,1
ชักโครก,t͡ɕʰak̚˦˥.kʰroːk̚˥˩,1
ชักใย,t͡ɕʰak̚˦˥.jaj˧,1
ชัง,t͡ɕʰaŋ˧,1
ชัด,t͡ɕʰat̚˦˥,1
ชัดเจน,t͡ɕʰat̚˦˥.t͡ɕeːn˧,1
ชัน,t͡ɕʰan˧,1
ชันษา,t͡ɕʰan˧.na˦˥.saː˩˩˦,1
ชันสูตร,t͡ɕʰan˧.na˦˥.suːt̚˨˩,1
ชันสูตรพลิกศพ,t͡ɕʰan˧.na˦˥.suːt̚˨˩.pʰlik̚˦˥.sop̚˨˩,1
ชัย,t͡ɕʰaj˧,2
ชัย,t͡ɕʰaj˧.ja˦˥.,2
ชัยชนะ,t͡ɕʰaj˧.t͡ɕʰa˦˥.naʔ˦˥,1
ชัยฏอน,t͡ɕʰaj˧.tɔːn˧,1
ชัยนาท,t͡ɕʰaj˧.naːt̚˥˩,1
ชัยภูมิ,t͡ɕʰaj˧.ja˦˥.pʰuːm˧,1
ชัลลุกะ,t͡ɕʰan˧.lu˦˥.kaʔ˨˩,1
ชัลลุกา,t͡ɕʰan˧.lu˦˥.kaː˧,1
ชั่ง,t͡ɕʰaŋ˥˩,1
ชั่ว,t͡ɕʰua̯˥˩,1
ชั่วกัปชั่วกัลป์,t͡ɕʰua̯˥˩.kap̚˨˩.t͡ɕʰua̯˥˩.kan˧,1
ชั่วคราว,t͡ɕʰua̯˥˩.kʰraːw˧,1
ชั่วช้า,t͡ɕʰua̯˥˩.t͡ɕʰaː˦˥,1
ชั่วนาตาปี,t͡ɕʰua̯˥˩.naː˧.taː˧.piː˧,1
ชั่วร้าย,t͡ɕʰua̯˥˩.raːj˦˥,1
ชั่วโมง,t͡ɕʰua̯˥˩.moːŋ˧,1
ชั้น,t͡ɕʰan˦˥,1
ชั้นวางหนังสือ,t͡ɕʰan˦˥.waːŋ˧.naŋ˩˩˦.sɯː˩˩˦,1
ชั้นหนังสือ,t͡ɕʰan˦˥.naŋ˩˩˦.sɯː˩˩˦,1
ชั้นเชิง,t͡ɕʰan˦˥.t͡ɕʰɤːŋ˧,1
ชั้นใน,t͡ɕʰan˦˥.naj˧,1
ชา,t͡ɕʰaː˧,1
ชาขาว,t͡ɕʰaː˧.kʰaːw˩˩˦,1
ชาชัก,t͡ɕʰaː˧.t͡ɕʰak̚˦˥,1
ชาญ,t͡ɕʰaːn˧,1
ชาด,t͡ɕʰaːt̚˥˩,2
ชาด,t͡ɕʰaːt̚˦˥,2
ชาดก,t͡ɕʰaː˧.dok̚˨˩,1
ชาดำ,t͡ɕʰaː˧.dam˧,1
ชาตกาล,t͡ɕʰaː˧.ta˨˩.kaːn˧,1
ชาตรูป,t͡ɕʰaː˧.ta˨˩.ruːp̚˥˩,1
ชาติ,t͡ɕʰaːt̚˥˩,3
ชาติ,t͡ɕʰaː˧.ti˨˩.,3
ชาติ,t͡ɕʰaːt̚˥˩.ti˨˩.,3
ชาติชั่ว,t͡ɕʰaːt̚˥˩.t͡ɕʰua̯˥˩,1
ชาติชาย,t͡ɕʰaːt̚˥˩.t͡ɕʰaːj˧,1
ชาตินิยม,t͡ɕʰaːt̚˥˩.ni˦˥.jom˧,1
ชาติพันธุ์,t͡ɕʰaːt̚˥˩.ti˨˩.pʰan˧,1
ชาติพันธุ์วรรณนา,t͡ɕʰaːt̚˥˩.ti˨˩.pʰan˧.wan˧.na˦˥.naː˧,1
ชาติหมา,t͡ɕʰaːt̚˥˩.maː˩˩˦,1
ชาน,t͡ɕʰaːn˧,1
ชานกำแพง,t͡ɕʰaːn˧.kam˧.pʰɛːŋ˧,1
ชานชาลา,t͡ɕʰaːn˧.t͡ɕʰaː˧.laː˧,1
ชานม,t͡ɕʰaː˧.nom˧,1
ชานมไข่มุก,t͡ɕʰaː˧.nom˧.kʰaj˨˩.muk̚˦˥,1
ชานอ้อย,t͡ɕʰaːn˧.ʔɔj˥˩,1
ชานเมือง,t͡ɕʰaːn˧.mɯa̯ŋ˧,1
ชาม,t͡ɕʰaːm˧,1
ชามผสม,t͡ɕʰaːm˧.pʰa˨˩.som˩˩˦,1
ชาย,t͡ɕʰaːj˧,1
ชายคา,t͡ɕʰaːj˧.kʰaː˧,1
ชายทะเล,t͡ɕʰaːj˧.tʰa˦˥.leː˧,1
ชายฝั่ง,t͡ɕʰaːj˧.faŋ˨˩,1
ชายรักร่วมเพศ,t͡ɕʰaːj˧.rak̚˦˥.rua̯m˥˩.pʰeːt̚˥˩,1
ชายหาด,t͡ɕʰaːj˧.haːt̚˨˩,1
ชายา,t͡ɕʰaː˧.jaː˧,1
ชายแดน,t͡ɕʰaːj˧.dɛːn˧,1
ชาร์จ,t͡ɕʰaːt̚˦˥,1
ชาร์ป,t͡ɕʰaːp̚˦˥,1
ชาว,t͡ɕʰaːw˧,1
ชาวตะวันตก,t͡ɕʰaːw˧.ta˨˩.wan˧.tok̚˨˩,1
ชาวนา,t͡ɕʰaːw˧.naː˧,1
ชาวบน,t͡ɕʰaːw˧.bon˧,1
ชาวบ้าน,t͡ɕʰaːw˧.baːn˥˩,1
ชาวสวน,t͡ɕʰaːw˧.sua̯n˩˩˦,1
ชาวสีม่วง,t͡ɕʰaːw˧.siː˩˩˦.mua̯ŋ˥˩,1
ชาวสีรุ้ง,t͡ɕʰaːw˧.siː˩˩˦.ruŋ˦˥,1
ชาวเขา,t͡ɕʰaːw˧.kʰaw˩˩˦,1
ชาวเน็ต,t͡ɕʰaːw˧.net̚˨˩,1
ชาวเน็ท,t͡ɕʰaːw˧.net̚˨˩,1
ชาวไร่,t͡ɕʰaːw˧.raj˥˩,1
ชาห์,t͡ɕʰaː˧,1
ชาอูหลง,t͡ɕʰaː˧.ʔuː˧.loŋ˩˩˦,1
ชาเขียว,t͡ɕʰaː˧.kʰia̯w˩˩˦,1
ชาเย็น,t͡ɕʰaː˧.jen˧,1
ชาแดง,t͡ɕʰaː˧.dɛːŋ˧,1
ชาไข่มุก,t͡ɕʰaː˧.kʰaj˨˩.muk̚˦˥,1
ชำ,t͡ɕʰam˧,1
ชำนาญ,t͡ɕʰam˧.naːn˧,1
ชำระ,t͡ɕʰam˧.raʔ˦˥,1
ชำเรา,t͡ɕʰam˧.raw˧,1
ชำแรก,t͡ɕʰam˧.rɛːk̚˥˩,1
ชิง,t͡ɕʰiŋ˧,1
ชิงชัง,t͡ɕʰiŋ˧.t͡ɕʰaŋ˧,1
ชิงชัน,t͡ɕʰiŋ˧.t͡ɕʰan˧,1
ชิงช้า,t͡ɕʰiŋ˧.t͡ɕʰaː˦˥,1
ชิงช้าสวรรค์,t͡ɕʰiŋ˧.t͡ɕʰaː˦˥.sa˨˩.wan˩˩˦,1
ชิงทรัพย์,t͡ɕʰiŋ˧.sap̚˦˥,1
ชิงสุกก่อนห่าม,t͡ɕʰiŋ˧.suk̚˨˩.kɔːn˨˩.haːm˨˩,1
ชิงหมาเกิด,t͡ɕʰiŋ˧.maː˩˩˦.kɤːt̚˨˩,1
ชิด,t͡ɕʰit̚˦˥,1
ชิดซ้าย,t͡ɕʰit̚˦˥.saːj˦˥,1
ชิน,t͡ɕʰin˧,1
ชิบหาย,t͡ɕʰip̚˦˥.haːj˩˩˦,1
ชิบะ,t͡ɕʰi˦˥.baʔ˨˩,1
ชิม,t͡ɕʰim˧,1
ชิมแปนซี,t͡ɕʰim˧.pɛːn˧.siː˧,1
ชิลลา,t͡ɕʰin˧.laː˧,2
ชิลลา,t͡ɕʰil˧.laː˧,2
ชิลี,t͡ɕʰi˦˥.liː˧,1
ชิว,t͡ɕʰiw˧,1
ชิวหา,t͡ɕʰiw˧.haː˩˩˦,1
ชิวาวา,t͡ɕʰi˦˥.waː˧.waː˧,1
ชิเมจิ,t͡ɕʰi˦˥.meː˧.t͡ɕiʔ˨˩,1
ชิโกกุ,t͡ɕʰi˦˥.koː˧.kuʔ˨˩,1
ชิ่ง,t͡ɕʰiŋ˥˩,1
ชิ้งฉ่อง,t͡ɕʰiŋ˦˥.t͡ɕʰɔːŋ˨˩,1
ชิ้น,t͡ɕʰin˦˥,1
ชี,t͡ɕʰiː˧,1
ชีตาห์,t͡ɕʰiː˧.taː˥˩,1
ชีพ,t͡ɕʰiːp̚˥˩,2
ชีพ,t͡ɕʰiːp̚˥˩.pʰa˦˥.,2
ชีพจร,t͡ɕʰiːp̚˥˩.pʰa˦˥.t͡ɕɔːn˧,1
ชีพิตักษัย,t͡ɕʰiː˧.pʰi˦˥.tak̚˨˩.saj˩˩˦,1
ชีล้อม,t͡ɕʰiː˧.lɔːm˦˥,1
ชีว,t͡ɕʰiː˧.wa˦˥.,1
ชีวนิเวศ,t͡ɕʰiː˧.wa˦˥.ni˦˥.weːt̚˥˩,1
ชีวประวัติ,t͡ɕʰiː˧.wa˦˥.pra˨˩.wat̚˨˩,1
ชีวภาพ,t͡ɕʰiː˧.wa˦˥.pʰaːp̚˥˩,1
ชีวลักษณ์,t͡ɕʰiː˧.wa˦˥.lak̚˦˥,1
ชีววิทยา,t͡ɕʰiː˧.wa˦˥.wit̚˦˥.tʰa˦˥.jaː˧,1
ชีวะ,t͡ɕʰiː˧.waʔ˦˥,1
ชีวิต,t͡ɕʰiː˧.wit̚˦˥,1
ชีวิตชีวา,t͡ɕʰiː˧.wit̚˦˥.t͡ɕʰiː˧.waː˧,1
ชีส,t͡ɕʰiːs˦˥,1
ชีสเค้ก,t͡ɕʰiːt̚˦˥.kʰeːk̚˦˥,2
ชีสเค้ก,t͡ɕʰiːs˦˥.kʰeːk̚˦˥,2
ชี้,t͡ɕʰiː˦˥,1
ชี้ขาด,t͡ɕʰiː˦˥.kʰaːt̚˨˩,1
ชี้ต้าน,t͡ɕʰiː˦˥.taːn˥˩,1
ชี้นำ,t͡ɕʰiː˦˥.nam˧,1
ชี้ฟ้า,t͡ɕʰiː˦˥.faː˦˥,1
ชี้แจง,t͡ɕʰiː˦˥.t͡ɕɛːŋ˧,1
ชื่น,t͡ɕʰɯːn˥˩,1
ชื่นชม,t͡ɕʰɯːn˥˩.t͡ɕʰom˧,1
ชื่นชอบ,t͡ɕʰɯːn˥˩.t͡ɕʰɔːp̚˥˩,1
ชื่นใจ,t͡ɕʰɯːn˥˩.t͡ɕaj˧,1
ชื่อ,t͡ɕʰɯː˥˩,1
ชื่อจริง,t͡ɕʰɯː˥˩.t͡ɕiŋ˧,1
ชื่อผู้ใช้,t͡ɕʰɯː˥˩.pʰuː˥˩.t͡ɕʰaj˦˥,1
ชื่อสกุล,t͡ɕʰɯː˥˩.sa˨˩.kun˧,1
ชื่อเรื่อง,t͡ɕʰɯː˥˩.rɯa̯ŋ˥˩,1
ชื่อเล่น,t͡ɕʰɯː˥˩.len˥˩,1
ชื่อเสีย,t͡ɕʰɯː˥˩.sia̯˩˩˦,1
ชื่อเสียง,t͡ɕʰɯː˥˩.sia̯ŋ˩˩˦,1
ชื้น,t͡ɕʰɯːn˦˥,1
ชุด,t͡ɕʰut̚˦˥,1
ชุดคำสั่ง,t͡ɕʰut̚˦˥.kʰam˧.saŋ˨˩,1
ชุดชั้นใน,t͡ɕʰut̚˦˥.t͡ɕʰan˦˥.naj˧,1
ชุดนอน,t͡ɕʰut̚˦˥.nɔːn˧,1
ชุดว่ายน้ำ,t͡ɕʰut̚˦˥.waːj˥˩.naːm˦˥,1
ชุบ,t͡ɕʰup̚˦˥,1
ชุบชีวิต,t͡ɕʰup̚˦˥.t͡ɕʰiː˧.wit̚˦˥,1
ชุม,t͡ɕʰum˧,1
ชุมชน,t͡ɕʰum˧.t͡ɕʰon˧,1
ชุมชนแออัด,t͡ɕʰum˧.t͡ɕʰon˧.ʔɛː˧.ʔat̚˨˩,1
ชุมทาง,t͡ɕʰum˧.tʰaːŋ˧,1
ชุมนุม,t͡ɕʰum˧.num˧,1
ชุมพร,t͡ɕʰum˧.pʰɔːn˧,1
ชุมพวง,t͡ɕʰum˧.pʰua̯ŋ˧,1
ชุมสาย,t͡ɕʰum˧.saːj˩˩˦,1
ชุลมุน,t͡ɕʰun˧.la˦˥.mun˧,1
ชุ่ม,t͡ɕʰum˥˩,1
ชุ่มชื่น,t͡ɕʰum˥˩.t͡ɕʰɯːn˥˩,1
ชุ่มชื้น,t͡ɕʰum˥˩.t͡ɕʰɯːn˦˥,1
ชุ่ย,t͡ɕʰuj˥˩,1
ชู,t͡ɕʰuː˧,1
ชูการ์ไกลเดอร์,t͡ɕʰuː˧.kaː˥˩.klaj˧.dɤː˥˩,1
ชูวัช,t͡ɕʰuː˧.wat͡ɕʰ˦˥,1
ชูวาเชีย,t͡ɕʰuː˧.waː˧.t͡ɕʰia̯˧,1
ชู้,t͡ɕʰuː˦˥,1
ชู้สาว,t͡ɕʰuː˦˥.saːw˩˩˦,1
ชโย,t͡ɕʰa˦˥.joː˧,1
ช็อกโกแลต,t͡ɕʰɔk̚˦˥.koː˧.lɛt̚˦˥,1
ช็อกโกแลตชิป,t͡ɕʰɔk̚˦˥.koː˧.lɛt̚˦˥.t͡ɕʰip̚˦˥,1
ช็อกโกแลตร้อน,t͡ɕʰɔk̚˦˥.koː˧.lɛt̚˦˥.rɔːn˦˥,1
ช็อคโกแลต,t͡ɕʰɔk̚˥˩.kʰoː˧.lɛt̚˦˥,1
ช็อตฟีล,t͡ɕʰɔt̚˦˥.fiːl˧,1
ช่วง,t͡ɕʰua̯ŋ˥˩,1
ช่วงชิง,t͡ɕʰua̯ŋ˥˩.t͡ɕʰiŋ˧,1
ช่วย,t͡ɕʰua̯j˥˩,1
ช่วยด้วย,t͡ɕʰua̯j˥˩.dua̯j˥˩,1
ช่วยตัวเอง,t͡ɕʰua̯j˥˩.tua̯˧.ʔeːŋ˧,1
ช่วยเหลือ,t͡ɕʰua̯j˥˩.lɯa̯˩˩˦,1
ช่อ,t͡ɕʰɔː˥˩,1
ช่อง,t͡ɕʰɔŋ˥˩,1
ช่องคลอด,t͡ɕʰɔŋ˥˩.kʰlɔːt̚˥˩,1
ช่องคอ,t͡ɕʰɔŋ˥˩.kʰɔː˧,1
ช่องท้อง,t͡ɕʰɔŋ˥˩.tʰɔːŋ˦˥,1
ช่องบาดาล,t͡ɕʰɔŋ˥˩.baː˧.daːn˧,1
ช่องลม,t͡ɕʰɔŋ˥˩.lom˧,1
ช่องว่าง,t͡ɕʰɔŋ˥˩.waːŋ˥˩,1
ช่องอก,t͡ɕʰɔŋ˥˩.ʔok̚˨˩,1
ช่องเขา,t͡ɕʰɔŋ˥˩.kʰaw˩˩˦,1
ช่องแคบ,t͡ɕʰɔŋ˥˩.kʰɛːp̚˥˩,1
ช่องแคบอังกฤษ,t͡ɕʰɔŋ˥˩.kʰɛːp̚˥˩.ʔaŋ˧.krit̚˨˩,1
ช่องโค้ง,t͡ɕʰɔːŋ˥˩.kʰoːŋ˦˥,1
ช่องโทรทัศน์,t͡ɕʰɔŋ˥˩.tʰoː˧.ra˦˥.tʰat̚˦˥,1
ช่องโหว่,t͡ɕʰɔŋ˥˩.woː˨˩,1
ช่องไฟ,t͡ɕʰɔŋ˥˩.faj˧,1
ช่อฟ้า,t͡ɕʰɔː˥˩.faː˦˥,1
ช่ะ,t͡ɕʰaʔ˨˩,2
ช่ะ,t͡ɕʰaʔ˥˩,2
ช่าง,t͡ɕʰaːŋ˥˩,2
ช่าง,t͡ɕʰaŋ˥˩,2
ช่างตัดผม,t͡ɕʰaːŋ˥˩.tat̚˨˩.pʰom˩˩˦,1
ช่างตัดเสื้อ,t͡ɕʰaːŋ˥˩.tat̚˨˩.sɯa̯˥˩,1
ช่างตีเหล็ก,t͡ɕʰaːŋ˥˩.tiː˧.lek̚˨˩,1
ช่างทอง,t͡ɕʰaːŋ˥˩.tʰɔːŋ˧,1
ช่างทาสี,t͡ɕʰaːŋ˥˩.tʰaː˧.siː˩˩˦,2
ช่างทาสี,t͡ɕʰaŋ˥˩.tʰaː˧.siː˩˩˦,2
ช่างทำกุญแจ,t͡ɕʰaːŋ˥˩.tʰam˧.kun˧.t͡ɕɛː˧,1
ช่างทำผม,t͡ɕʰaːŋ˥˩.tʰam˧.pʰom˩˩˦,1
ช่างทำรองเท้า,t͡ɕʰaːŋ˥˩.tʰam˧.rɔːŋ˧.tʰaw˦˥,1
ช่างปั้น,t͡ɕʰaːŋ˥˩.pan˥˩,1
ช่างปั้นหม้อ,t͡ɕʰaːŋ˥˩.pan˥˩.mɔː˥˩,1
ช่างฝีมือ,t͡ɕʰaːŋ˥˩.fiː˩˩˦.mɯː˧,1
ช่างภาพ,t͡ɕʰaŋ˥˩.pʰaːp̚˥˩,1
ช่างหล่อ,t͡ɕʰaːŋ˥˩.lɔː˨˩,1
ช่างเครื่อง,t͡ɕʰaːŋ˥˩.kʰrɯa̯ŋ˥˩,1
ช่างเทคนิค,t͡ɕʰaːŋ˥˩.tʰek̚˦˥.nik̚˨˩,1
ช่างแต่งผม,t͡ɕʰaːŋ˥˩.tɛːŋ˨˩.pʰom˩˩˦,1
ช่างไฟฟ้า,t͡ɕʰaːŋ˥˩.faj˧.faː˦˥,1
ช่างไม้,t͡ɕʰaːŋ˥˩.maːj˦˥,1
ช้อน,t͡ɕʰɔːn˦˥,1
ช้อนชา,t͡ɕʰɔːn˦˥.t͡ɕʰaː˧,1
ช้อนซุป,t͡ɕʰɔːn˦˥.sup̚˦˥,1
ช้อนโต๊ะ,t͡ɕʰɔːn˦˥.toʔ˦˥,1
ช้อปปิ้ง,t͡ɕʰɔp̚˦˥.piŋ˥˩,1
ช้อย,t͡ɕʰɔːj˦˥,1
ช้า,t͡ɕʰaː˦˥,1
ช้าก่อน,t͡ɕʰaː˦˥.kɔːn˨˩,1
ช้าง,t͡ɕʰaːŋ˦˥,1
ช้างตายทั้งตัวเอาใบบัวมาปิด,t͡ɕʰaːŋ˦˥.taːj˧.tʰaŋ˦˥.tua̯˧.ʔaw˧.baj˧.bua̯˧.maː˧.pit̚˨˩,1
ช้างน้ำ,t͡ɕʰaːŋ˦˥.naːm˦˥,1
ช้างม้าวัวควาย,t͡ɕʰaːŋ˦˥.maː˦˥.wua̯˧.kʰwaːj˧,1
ช้างเผือก,t͡ɕʰaːŋ˦˥.pʰɯa̯k̚˨˩,1
ช้าพลู,t͡ɕʰaː˦˥.pʰluː˧,1
ช้าลง,t͡ɕʰak̚˦˥.loŋ˧,1
ช้ำ,t͡ɕʰam˦˥,1
ซ,sɔː˧,2
ซ,sɔː˧.soː˥˩,2
ซกมก,sok̚˦˥.mok̚˦˥,1
ซด,sot̚˦˥,1
ซน,son˧,1
ซบ,sop̚˦˥,1
ซวย,sua̯j˧,1
ซอ,sɔː˧,1
ซอก,sɔːk̚˥˩,1
ซอกระป๋อง,sɔː˧.kra˨˩.pɔŋ˩˩˦,1
ซอง,sɔːŋ˧,1
ซองกระสุน,sɔːŋ˧.kra˨˩.sun˩˩˦,1
ซองขาว,sɔːŋ˧.kʰaːw˩˩˦,1
ซองจดหมาย,sɔːŋ˧.t͡ɕot̚˨˩.maːj˩˩˦,1
ซอด้วง,sɔː˧.dua̯ŋ˥˩,1
ซอบั้ง,sɔː˧.baŋ˥˩,1
ซอปี๊บ,sɔː˧.piːp̚˦˥,1
ซอฟต์เสิร์ฟ,sɔːf˦˥.sɤːf˨˩,1
ซอฟต์แวร์,sɔːp̚˦˥.wɛː˧,2
ซอฟต์แวร์,sɔːf˦˥.wɛː˧,2
ซอมซ่อ,sɔːm˧.ma˦˥.sɔː˥˩,1
ซอมบี,sɔm˧.biː˥˩,1
ซอย,sɔːj˧,1
ซอส,sɔːt̚˦˥,2
ซอส,sɔːs˦˥,2
ซอสถั่วเหลือง,sɔːt̚˦˥.tʰua̯˨˩.lɯa̯ŋ˩˩˦,2
ซอสถั่วเหลือง,sɔːs˦˥.tʰua̯˨˩.lɯa̯ŋ˩˩˦,2
ซอสหอยนางรม,sɔːt̚˦˥.hɔj˩˩˦.naːŋ˧.rom˧,1
ซอสามสาย,sɔː˧.saːm˩˩˦.saːj˩˩˦,1
ซออู้,sɔː˧.ʔuː˥˩,1
ซะ,saʔ˦˥,1
ซัก,sak̚˦˥,1
ซักถาม,sak̚˦˥.tʰaːm˩˩˦,1
ซักฟอก,sak̚˦˥.fɔːk̚˥˩,1
ซักรีด,sak̚˦˥.riːt̚˥˩,1
ซักอบรีด,sak̚˦˥.ʔop̚˨˩.riːt̚˥˩,1
ซัด,sat̚˦˥,1
ซัดทอด,sat̚˦˥.tʰɔːt̚˥˩,1
ซันเด,san˧.deː˧,1
ซันไลต์,san˧.laj˧,1
ซับ,sap̚˦˥,1
ซับซ้อน,sap̚˦˥.sɔːn˦˥,1
ซัปโปโระ,sap̚˦˥.poː˧.roʔ˦˥,1
ซัลเฟอร์,sal˧.fɤː˥˩,1
ซัวเถา,sua̯˧.tʰaw˩˩˦,1
ซา,saː˧,1
ซาก,saːk̚˥˩,1
ซากดึกดำบรรพ์,saːk̚˥˩.dɯk̚˨˩.dam˧.ban˧,1
ซากปรักหักพัง,saːk̚˥˩.pa˨˩.rak̚˦˥.hak̚˨˩.pʰaŋ˧,1
ซาคา,saː˧.kʰaː˧,1
ซาชิมิ,saː˧.t͡ɕʰi˦˥.miʔ˦˥,1
ซาตาน,saː˧.taːn˧,1
ซานตา,saːn˧.taː˥˩,1
ซานตาคลอส,saːn˧.taː˧.kʰlɔːt̚˦˥,2
ซานตาคลอส,saːn˧.taː˧.kʰlɔːs˦˥,2
ซานติอาโก,saːn˧.ti˨˩.ʔaː˧.koː˧,1
ซานมารีโน,saːn˧.maː˧.riː˧.noː˥˩,1
ซานา,saː˧.naː˥˩,1
ซาบซึ้ง,saːp̚˥˩.sɯŋ˦˥,1
ซาบซ่าน,saːp̚˥˩.saːn˥˩,1
ซาบาห์,saː˧.baː˧,1
ซาปั๊ว,saː˧.pua̯˦˥,1
ซามัว,saː˧.mua̯˧,1
ซามูไร,saː˧.muː˧.raj˧,1
ซาย,saːj˧,1
ซายองเต้,saː˧.jɔːŋ˧.teː˥˩,1
ซาราวัก,saː˧.raː˧.wak̚˦˥,1
ซาราเยโว,saː˧.raː˧.jeː˧.woː˧,1
ซาร์,saː˧,1
ซาละเปา,saː˧.la˦˥.paw˧,1
ซาลาเปา,saː˧.laː˧.paw˧,1
ซาลาแมนเดอร์,saː˧.laː˧.mɛːn˧.dɤː˥˩,1
ซาว,saːw˧,1
ซาอุดีอาระเบีย,saː˧.ʔu˨˩.diː˧.ʔaː˧.ra˦˥.bia̯˧,2
ซาอุดีอาระเบีย,saː˧.ʔu˨˩.diː˧.ʔaː˧.ra˦˥.bia̯˨˩,2
ซาฮารา,saː˧.haː˧.raː˧,1
ซาฮาราตะวันตก,saː˧.haː˧.raː˧.ta˨˩.wan˧.tok̚˨˩,1
ซาฮาลิน,saː˧.haː˧.lin˧,1
ซาเกร็บ,saː˧.krep̚˦˥,1
ซาแมเรียม,saː˧.mɛː˧.ria̯m˥˩,1
ซาโมวาร์,saː˧.moː˧.waː˧,1
ซิ,siʔ˦˥,1
ซิกมา,sik̚˦˥.maː˥˩,1
ซิการ์,si˦˥.kaː˥˩,1
ซิง,siŋ˧,1
ซิงก์,siŋ˦˥,1
ซิงเกิล,siŋ˧.kɤn˥˩,2
ซิงเกิล,siŋ˧.kɤl˥˩,2
ซิดนีย์,sit̚˦˥.niː˥˩,1
ซินต์มาร์เติน,sin˦˥.maː˧.tɤn˥˩,1
ซินเดอเรลล่า,sin˧.dɤː˧.rel˧.laː˥˩,2
ซินเดอเรลล่า,sin˧.dɤː˧.ren˧.laː˥˩,2
ซินแส,sin˧.sɛː˩˩˦,1
ซิป,sip̚˦˥,1
ซิมบับเว,sim˧.bap̚˦˥.weː˧,2
ซิมบับเว,sim˧.bap̚˨˩.weː˧,2
ซิมโฟนี,sim˧.foː˧.niː˥˩,1
ซิลิคอน,si˦˥.li˦˥.kʰɔn˥˩,1
ซิว,siw˧,1
ซิ่ง,siŋ˥˩,1
ซิ่น,sin˥˩,1
ซิ่ว,siw˥˩,1
ซี,siː˧,1
ซีก,siːk̚˥˩,1
ซีกโลก,siːk̚˥˩.loːk̚˥˩,1
ซีซาร์,siː˧.saː˧,1
ซีด,siːt̚˥˩,1
ซีดี,siː˧.diː˧,1
ซีตา,siː˧.taː˥˩,1
ซีนอน,siː˧.nɔn˥˩,1
ซีบอร์เกียม,siː˧.bɔː˧.kia̯m˥˩,1
ซีพียู,siː˧.pʰiː˧.juː˧,1
ซีฟู้ด,siː˧.fuːt̚˦˥,1
ซีฟู๊ด,siː˧.fuːt̚˦˥,1
ซีริลลิก,siː˧.ril˧.lik̚˨˩,1
ซีรีย์,siː˧.riː˥˩,1
ซีรีส,siː˧.riːs˦˥,1
ซีรีส์,siː˧.riː˥˩,1
ซีรีเบลลัม,siː˧.riː˧.beːl˧.lam˥˩,1
ซีรี่ย์,siː˧.riː˥˩,1
ซีร็อกซ์,siː˧.rɔk̚˨˩,1
ซีลีเนียม,siː˧.liː˧.nia̯m˥˩,1
ซีอิ๊ว,siː˧.ʔiw˦˥,1
ซีอิ๊วขาว,siː˧.ʔiw˦˥.kʰaːw˩˩˦,1
ซีเซียม,siː˧.sia̯m˥˩,1
ซีเมนต์,siː˧.men˧,1
ซีเรีย,siː˧.ria̯˧,1
ซีเรียม,siː˧.ria̯m˥˩,1
ซีเรียส,siː˧.ria̯t̚˥˩,2
ซีเรียส,siː˧.ria̯s˥˩,2
ซี่,siː˥˩,1
ซี่โครง,siː˥˩.kʰroːŋ˧,1
ซี้,siː˦˥,1
ซี้ซั้ว,siː˦˥.sua̯˦˥,1
ซึง,sɯŋ˧,1
ซึนเดเระ,sɯn˧.deː˧.reʔ˦˥,1
ซึม,sɯm˧,1
ซึมซับ,sɯm˧.sap̚˦˥,1
ซึมเศร้า,sɯm˧.saw˥˩,1
ซึ่ง,sɯŋ˥˩,1
ซึ้ง,sɯŋ˦˥,1
ซื่อ,sɯː˥˩,1
ซื่อตรง,sɯː˥˩.troŋ˧,1
ซื่อสัตย์,sɯː˥˩.sat̚˨˩,1
ซื้อ,sɯː˦˥,1
ซื้อของ,sɯː˦˥.kʰɔːŋ˩˩˦,1
ซื้อขาย,sɯː˦˥.kʰaːj˩˩˦,1
ซื้อเวลา,sɯː˦˥.weː˧.laː˧,1
ซุก,suk̚˦˥,1
ซุง,suŋ˧,1
ซุบซิบ,sup̚˦˥.sip̚˦˥,1
ซุป,sup̚˦˥,1
ซุ่ม,sum˥˩,1
ซุ่มซ่าม,sum˥˩.saːm˥˩,1
